localminute,dataid,meter_value
2015-10-01 18:24:47-05,739,88874
2015-10-01 18:24:55-05,7017,375966
2015-10-01 18:25:00-05,1589,193944
2015-10-01 18:25:14-05,2980,135260
2015-10-01 18:25:34-05,7117,211828
2015-10-01 18:25:43-05,5814,802862
2015-10-01 18:25:44-05,6910,179130
2015-10-01 18:25:47-05,2034,72400
2015-10-01 18:25:53-05,5403,112928
2015-10-01 18:26:01-05,4352,218226
2015-10-01 18:26:11-05,1714,147062
2015-10-01 18:26:11-05,7794,433396
2015-10-01 18:26:35-05,1507,390386
2015-10-01 18:26:42-05,114,128312
2015-10-01 18:26:57-05,6910,179130
2015-10-01 18:27:02-05,2034,72400
2015-10-01 18:27:29-05,739,88874
2015-10-01 18:27:30-05,7739,149766
2015-10-01 18:27:40-05,94,116648
2015-10-01 18:27:53-05,5403,112928
2015-10-01 18:28:12-05,1714,147062
2015-10-01 18:28:49-05,7682,228362
2015-10-01 18:28:51-05,2461,120226
2015-10-01 18:28:53-05,5403,112928
2015-10-01 18:29:03-05,6910,179130
2015-10-01 18:29:14-05,484,99320
2015-10-01 18:29:23-05,1801,110116
2015-10-01 18:29:33-05,1556,202702
2015-10-01 18:29:40-05,7017,375966
2015-10-01 18:29:44-05,8467,87012
2015-10-01 18:29:51-05,9639,211664
2015-10-01 18:30:37-05,252,329248
2015-10-01 18:30:50-05,1718,161094
2015-10-01 18:30:54-05,94,116648
2015-10-01 18:30:56-05,3778,117194
2015-10-01 18:31:05-05,3723,242106
2015-10-01 18:31:09-05,9134,230550
2015-10-01 18:31:17-05,9956,95874
2015-10-01 18:31:27-05,1086,83340
2015-10-01 18:31:39-05,1697,266198
2015-10-01 18:31:42-05,1086,83340
2015-10-01 18:31:42-05,5810,97544
2015-10-01 18:31:42-05,1792,135308
2015-10-01 18:32:35-05,7287,221088
2015-10-01 18:32:37-05,8156,251850
2015-10-01 18:32:38-05,484,99320
2015-10-01 18:32:47-05,9956,95874
2015-10-01 18:33:07-05,9134,230550
2015-10-01 18:33:18-05,1185,139352
2015-10-01 18:33:40-05,8467,87012
2015-10-01 18:33:52-05,7741,271172
2015-10-01 18:33:56-05,739,88874
2015-10-01 18:34:05-05,4732,183852
2015-10-01 18:34:06-05,483,360474
2015-10-01 18:34:07-05,9134,230550
2015-10-01 18:34:13-05,9295,157586
2015-10-01 18:34:24-05,5810,97544
2015-10-01 18:34:28-05,9295,157586
2015-10-01 18:34:37-05,4998,163000
2015-10-01 18:34:42-05,1283,167096
2015-10-01 18:35:12-05,1086,83340
2015-10-01 18:35:22-05,5193,149860
2015-10-01 18:35:52-05,94,116648
2015-10-01 18:36:32-05,7117,211828
2015-10-01 18:36:48-05,6412,133034
2015-10-01 18:37:18-05,4031,104668
2015-10-01 18:37:24-05,9474,206454
2015-10-01 18:37:32-05,7117,211828
2015-10-01 18:37:36-05,5275,157002
2015-10-01 18:37:43-05,1086,83340
2015-10-01 18:37:44-05,7674,265098
2015-10-01 18:37:50-05,94,116648
2015-10-01 18:38:12-05,1714,147062
2015-10-01 18:38:26-05,5129,153674
2015-10-01 18:38:29-05,9295,157586
2015-10-01 18:38:32-05,2034,72400
2015-10-01 18:38:45-05,4352,218228
2015-10-01 18:38:47-05,2034,72400
2015-10-01 18:38:50-05,739,88874
2015-10-01 18:38:57-05,5403,112928
2015-10-01 18:38:58-05,484,99320
2015-10-01 18:39:06-05,3635,151330
2015-10-01 18:39:19-05,5131,104140
2015-10-01 18:39:20-05,2233,180958
2015-10-01 18:40:13-05,1086,83340
2015-10-01 18:40:15-05,7674,265098
2015-10-01 18:40:21-05,7287,221092
2015-10-01 18:40:25-05,1042,203318
2015-10-01 18:40:35-05,9982,105962
2015-10-01 18:41:02-05,8890,197186
2015-10-01 18:41:05-05,2335,202102
2015-10-01 18:41:08-05,3635,151330
2015-10-01 18:41:23-05,3778,117196
2015-10-01 18:41:52-05,7741,271172
2015-10-01 18:42:32-05,2034,72400
2015-10-01 18:42:42-05,4998,163000
2015-10-01 18:42:56-05,7460,279328
2015-10-01 18:43:09-05,3778,117196
2015-10-01 18:43:20-05,1507,390386
2015-10-01 18:43:24-05,1714,147062
2015-10-01 18:43:36-05,94,116648
2015-10-01 18:43:48-05,1718,161094
2015-10-01 18:43:50-05,7030,141696
2015-10-01 18:43:58-05,5403,112928
2015-10-01 18:44:00-05,7674,265098
2015-10-01 18:44:01-05,661,194680
2015-10-01 18:44:04-05,5810,97544
2015-10-01 18:44:12-05,1086,83340
2015-10-01 18:44:13-05,4029,299912
2015-10-01 18:44:38-05,1714,147062
2015-10-01 18:44:50-05,484,99320
2015-10-01 18:45:09-05,8829,155878
2015-10-01 18:45:14-05,7674,265098
2015-10-01 18:45:31-05,3039,133662
2015-10-01 18:45:56-05,5403,112928
2015-10-01 18:46:07-05,5814,802862
2015-10-01 18:46:09-05,3527,235124
2015-10-01 18:46:11-05,7794,433396
2015-10-01 18:46:37-05,5439,181046
2015-10-01 18:46:38-05,94,116648
2015-10-01 18:46:50-05,739,88874
2015-10-01 18:46:51-05,483,360474
2015-10-01 18:47:31-05,1790,296390
2015-10-01 18:47:43-05,8467,87012
2015-10-01 18:48:00-05,7674,265098
2015-10-01 18:48:10-05,1800,125014
2015-10-01 18:48:19-05,6910,179138
2015-10-01 18:48:58-05,1086,83340
2015-10-01 18:49:29-05,7674,265098
2015-10-01 18:49:31-05,7117,211828
2015-10-01 18:49:32-05,6910,179138
2015-10-01 18:49:37-05,483,360474
2015-10-01 18:49:42-05,8155,243622
2015-10-01 18:50:39-05,484,99320
2015-10-01 18:50:41-05,9956,95874
2015-10-01 18:50:52-05,9729,122200
2015-10-01 18:50:55-05,1589,193944
2015-10-01 18:50:56-05,7429,132644
2015-10-01 18:51:05-05,3635,151330
2015-10-01 18:51:13-05,9295,157586
2015-10-01 18:51:32-05,77,58848
2015-10-01 18:51:51-05,7030,141696
2015-10-01 18:52:12-05,1086,83340
2015-10-01 18:52:17-05,2034,72400
2015-10-01 18:53:10-05,484,99320
2015-10-01 18:53:13-05,5131,104140
2015-10-01 18:53:18-05,6412,133034
2015-10-01 18:53:28-05,4029,299912
2015-10-01 18:53:37-05,252,329248
2015-10-01 18:53:40-05,484,99320
2015-10-01 18:53:43-05,1718,161094
2015-10-01 18:53:48-05,6910,179140
2015-10-01 18:53:50-05,5403,112930
2015-10-01 18:53:51-05,1714,147062
2015-10-01 18:53:53-05,7741,271172
2015-10-01 18:53:55-05,5814,802862
2015-10-01 18:53:57-05,1086,83340
2015-10-01 18:54:12-05,1800,125014
2015-10-01 18:54:21-05,8084,91774
2015-10-01 18:54:29-05,3893,89560
2015-10-01 18:54:37-05,8156,251852
2015-10-01 18:54:42-05,3778,117200
2015-10-01 18:54:57-05,7460,279328
2015-10-01 18:54:58-05,1791,130822
2015-10-01 18:55:09-05,871,106464
2015-10-01 18:55:28-05,9295,157586
2015-10-01 18:55:33-05,6910,179140
2015-10-01 18:55:39-05,3778,117200
2015-10-01 18:55:40-05,7017,375966
2015-10-01 18:56:02-05,2638,171852
2015-10-01 18:56:20-05,7287,221094
2015-10-01 18:56:29-05,7117,211828
2015-10-01 18:56:29-05,739,88874
2015-10-01 18:56:30-05,7674,265098
2015-10-01 18:56:39-05,1415,190052
2015-10-01 18:57:21-05,8084,91774
2015-10-01 18:57:29-05,1801,110116
2015-10-01 18:57:32-05,77,58848
2015-10-01 18:57:57-05,1086,83340
2015-10-01 18:57:59-05,7674,265098
2015-10-01 18:58:28-05,484,99320
2015-10-01 18:58:28-05,2072,267834
2015-10-01 18:58:33-05,370,87884
2015-10-01 18:58:43-05,1086,83340
2015-10-01 18:58:44-05,1718,161094
2015-10-01 18:58:58-05,5814,802862
2015-10-01 18:58:58-05,6910,179140
2015-10-01 18:59:05-05,3723,242106
2015-10-01 18:59:14-05,1800,125014
2015-10-01 18:59:28-05,1086,83340
2015-10-01 18:59:28-05,2449,171142
2015-10-01 18:59:38-05,35,93476
2015-10-01 18:59:39-05,5972,279344
2015-10-01 18:59:41-05,871,106464
2015-10-01 18:59:59-05,8890,197194
2015-10-01 19:00:05-05,7287,221094
2015-10-01 19:00:37-05,5439,181046
2015-10-01 19:00:38-05,8156,251852
2015-10-01 19:00:50-05,4767,123052
2015-10-01 19:01:04-05,5131,104140
2015-10-01 19:01:13-05,739,88874
2015-10-01 19:01:15-05,7674,265098
2015-10-01 19:01:15-05,6910,179140
2015-10-01 19:01:36-05,5810,97544
2015-10-01 19:01:41-05,2461,120226
2015-10-01 19:01:43-05,9295,157586
2015-10-01 19:01:59-05,9295,157586
2015-10-01 19:02:02-05,1714,147062
2015-10-01 19:02:02-05,2034,72400
2015-10-01 19:02:05-05,5131,104140
2015-10-01 19:02:05-05,1507,390386
2015-10-01 19:02:11-05,6910,179140
2015-10-01 19:02:12-05,4029,299912
2015-10-01 19:02:20-05,1589,193946
2015-10-01 19:02:27-05,5814,802862
2015-10-01 19:02:31-05,739,88874
2015-10-01 19:02:51-05,5810,97544
2015-10-01 19:02:58-05,9295,157586
2015-10-01 19:03:04-05,1714,147062
2015-10-01 19:03:10-05,7017,375966
2015-10-01 19:03:23-05,2018,204528
2015-10-01 19:03:28-05,9849,33644
2015-10-01 19:03:51-05,9639,211664
2015-10-01 19:03:55-05,1791,130822
2015-10-01 19:04:55-05,222,612314
2015-10-01 19:05:02-05,2034,72400
2015-10-01 19:05:03-05,1589,193946
2015-10-01 19:05:18-05,6412,133034
2015-10-01 19:05:20-05,484,99320
2015-10-01 19:05:35-05,7287,221094
2015-10-01 19:05:36-05,5814,802862
2015-10-01 19:05:37-05,8156,251852
2015-10-01 19:05:52-05,7030,141696
2015-10-01 19:06:02-05,871,106464
2015-10-01 19:06:07-05,5131,104140
2015-10-01 19:06:45-05,4998,163000
2015-10-01 19:06:49-05,6412,133034
2015-10-01 19:07:10-05,8890,197192
2015-10-01 19:07:29-05,3039,133662
2015-10-01 19:07:35-05,114,128312
2015-10-01 19:08:11-05,2335,202102
2015-10-01 19:08:30-05,7117,211828
2015-10-01 19:08:37-05,252,329248
2015-10-01 19:08:47-05,1589,193946
2015-10-01 19:09:03-05,4373,235228
2015-10-01 19:09:28-05,7117,211828
2015-10-01 19:09:37-05,484,99320
2015-10-01 19:09:41-05,6910,179144
2015-10-01 19:09:44-05,9295,157586
2015-10-01 19:10:01-05,3577,172090
2015-10-01 19:10:04-05,1507,390386
2015-10-01 19:10:20-05,8084,91774
2015-10-01 19:10:25-05,1714,147062
2015-10-01 19:11:16-05,4352,218228
2015-10-01 19:11:17-05,9134,230550
2015-10-01 19:11:25-05,5814,802862
2015-10-01 19:11:28-05,1086,83340
2015-10-01 19:12:09-05,4447,88654
2015-10-01 19:12:14-05,6910,179144
2015-10-01 19:12:19-05,1507,390386
2015-10-01 19:12:31-05,370,87884
2015-10-01 19:12:37-05,8156,251852
2015-10-01 19:12:48-05,871,106464
2015-10-01 19:12:52-05,7741,271172
2015-10-01 19:12:59-05,1714,147062
2015-10-01 19:13:02-05,6910,179144
2015-10-01 19:13:34-05,6412,133034
2015-10-01 19:13:37-05,8156,251852
2015-10-01 19:13:46-05,94,116650
2015-10-01 19:13:48-05,739,88874
2015-10-01 19:13:57-05,7460,279328
2015-10-01 19:13:59-05,7674,265098
2015-10-01 19:14:33-05,2575,138810
2015-10-01 19:15:02-05,2034,72400
2015-10-01 19:15:17-05,2034,72400
2015-10-01 19:16:02-05,5814,802862
2015-10-01 19:16:12-05,5131,104140
2015-10-01 19:16:12-05,4029,299912
2015-10-01 19:16:15-05,7674,265098
2015-10-01 19:16:33-05,1556,202706
2015-10-01 19:16:33-05,2575,138810
2015-10-01 19:16:36-05,7287,221096
2015-10-01 19:17:09-05,3778,117204
2015-10-01 19:17:12-05,5131,104140
2015-10-01 19:17:30-05,7739,149766
2015-10-01 19:17:30-05,739,88874
2015-10-01 19:17:33-05,5636,220426
2015-10-01 19:17:43-05,2461,120226
2015-10-01 19:17:45-05,9956,95874
2015-10-01 19:17:47-05,4998,163000
2015-10-01 19:18:07-05,4447,88654
2015-10-01 19:18:24-05,8084,91774
2015-10-01 19:18:24-05,7117,211828
2015-10-01 19:18:36-05,9639,211664
2015-10-01 19:18:49-05,1507,390386
2015-10-01 19:19:03-05,6910,179144
2015-10-01 19:19:04-05,8890,197192
2015-10-01 19:19:05-05,4732,183852
2015-10-01 19:19:10-05,7017,375966
2015-10-01 19:19:12-05,5131,104140
2015-10-01 19:19:19-05,6910,179144
2015-10-01 19:19:29-05,3893,89560
2015-10-01 19:19:35-05,5810,97544
2015-10-01 19:19:36-05,9639,211664
2015-10-01 19:19:39-05,114,128312
2015-10-01 19:20:19-05,9134,230550
2015-10-01 19:20:24-05,222,612314
2015-10-01 19:20:42-05,8155,243622
2015-10-01 19:21:03-05,2034,72400
2015-10-01 19:21:26-05,1790,296390
2015-10-01 19:21:50-05,5403,112930
2015-10-01 19:22:03-05,6412,133036
2015-10-01 19:22:25-05,7117,211828
2015-10-01 19:23:22-05,1185,139352
2015-10-01 19:23:22-05,483,360474
2015-10-01 19:23:36-05,9052,297566
2015-10-01 19:23:38-05,6910,179144
2015-10-01 19:23:51-05,6910,179144
2015-10-01 19:24:13-05,9295,157586
2015-10-01 19:24:20-05,3778,117204
2015-10-01 19:24:47-05,7030,141696
2015-10-01 19:24:55-05,1589,193946
2015-10-01 19:25:01-05,8890,197194
2015-10-01 19:25:03-05,4373,235234
2015-10-01 19:25:32-05,77,58848
2015-10-01 19:25:49-05,1507,390386
2015-10-01 19:25:49-05,5403,112930
2015-10-01 19:25:53-05,1283,167104
2015-10-01 19:26:15-05,739,88874
2015-10-01 19:26:16-05,2335,202102
2015-10-01 19:26:28-05,3893,89560
2015-10-01 19:26:38-05,8467,87012
2015-10-01 19:27:08-05,5810,97544
2015-10-01 19:27:09-05,5814,802862
2015-10-01 19:27:28-05,2449,171142
2015-10-01 19:27:32-05,77,58848
2015-10-01 19:27:40-05,5814,802862
2015-10-01 19:27:48-05,9729,122200
2015-10-01 19:27:58-05,661,194680
2015-10-01 19:28:12-05,1714,147062
2015-10-01 19:28:17-05,8829,155878
2015-10-01 19:28:24-05,1790,296390
2015-10-01 19:28:28-05,2449,171142
2015-10-01 19:28:31-05,1697,266204
2015-10-01 19:28:36-05,9052,297566
2015-10-01 19:28:36-05,3778,117204
2015-10-01 19:28:37-05,8156,251852
2015-10-01 19:28:38-05,5439,181046
2015-10-01 19:28:46-05,1589,193946
2015-10-01 19:29:25-05,1185,139352
2015-10-01 19:29:29-05,3893,89560
2015-10-01 19:29:29-05,6910,179144
2015-10-01 19:29:32-05,2034,72400
2015-10-01 19:29:45-05,739,88874
2015-10-01 19:29:51-05,1718,161094
2015-10-01 19:29:57-05,1086,83342
2015-10-01 19:30:01-05,2638,171852
2015-10-01 19:30:02-05,2034,72400
2015-10-01 19:30:12-05,5810,97544
2015-10-01 19:30:18-05,9134,230550
2015-10-01 19:30:20-05,7287,221096
2015-10-01 19:30:31-05,4352,218228
2015-10-01 19:30:38-05,2461,120226
2015-10-01 19:31:02-05,3134,162398
2015-10-01 19:31:05-05,1507,390386
2015-10-01 19:31:07-05,4514,382202
2015-10-01 19:31:37-05,8156,251852
2015-10-01 19:31:47-05,6910,179144
2015-10-01 19:31:52-05,744,134316
2015-10-01 19:32:04-05,187,263314
2015-10-01 19:32:08-05,4447,88654
2015-10-01 19:32:17-05,2034,72400
2015-10-01 19:32:19-05,9956,95874
2015-10-01 19:32:29-05,9982,105964
2015-10-01 19:32:44-05,4998,163004
2015-10-01 19:32:51-05,7287,221096
2015-10-01 19:32:57-05,7460,279330
2015-10-01 19:33:07-05,5131,104140
2015-10-01 19:33:15-05,7674,265098
2015-10-01 19:33:20-05,7287,221096
2015-10-01 19:33:21-05,1801,110116
2015-10-01 19:33:36-05,8467,87012
2015-10-01 19:33:51-05,9639,211664
2015-10-01 19:33:53-05,1718,161094
2015-10-01 19:33:58-05,3893,89560
2015-10-01 19:34:27-05,2449,171142
2015-10-01 19:34:39-05,94,116650
2015-10-01 19:34:57-05,1283,167108
2015-10-01 19:35:04-05,5131,104140
2015-10-01 19:35:06-05,7287,221096
2015-10-01 19:35:14-05,3635,151330
2015-10-01 19:35:15-05,1714,147062
2015-10-01 19:35:24-05,7117,211828
2015-10-01 19:35:29-05,7739,149766
2015-10-01 19:35:37-05,8156,251852
2015-10-01 19:35:40-05,4998,163004
2015-10-01 19:35:54-05,1718,161094
2015-10-01 19:36:13-05,2335,202102
2015-10-01 19:36:23-05,739,88874
2015-10-01 19:36:24-05,370,87884
2015-10-01 19:36:51-05,5814,802862
2015-10-01 19:37:38-05,5810,97544
2015-10-01 19:38:10-05,7017,375966
2015-10-01 19:38:13-05,9295,157586
2015-10-01 19:38:20-05,5810,97544
2015-10-01 19:38:31-05,4296,168960
2015-10-01 19:38:41-05,8155,243622
2015-10-01 19:38:45-05,7674,265098
2015-10-01 19:38:47-05,2034,72400
2015-10-01 19:39:05-05,1800,125014
2015-10-01 19:39:07-05,5131,104140
2015-10-01 19:39:20-05,1801,110116
2015-10-01 19:39:29-05,7674,265098
2015-10-01 19:39:37-05,5439,181046
2015-10-01 19:39:39-05,4998,163004
2015-10-01 19:39:49-05,9729,122200
2015-10-01 19:39:58-05,9295,157586
2015-10-01 19:40:17-05,2034,72400
2015-10-01 19:40:18-05,1801,110116
2015-10-01 19:40:25-05,370,87884
2015-10-01 19:40:38-05,4998,163004
2015-10-01 19:40:50-05,1791,130822
2015-10-01 19:40:59-05,871,106464
2015-10-01 19:41:06-05,3723,242106
2015-10-01 19:41:17-05,2034,72400
2015-10-01 19:41:19-05,2335,202102
2015-10-01 19:41:40-05,7017,375966
2015-10-01 19:41:42-05,1086,83342
2015-10-01 19:42:04-05,6412,133036
2015-10-01 19:42:06-05,9639,211664
2015-10-01 19:42:07-05,871,106464
2015-10-01 19:42:12-05,484,99322
2015-10-01 19:42:14-05,5810,97544
2015-10-01 19:42:27-05,2449,171142
2015-10-01 19:42:33-05,7900,178798
2015-10-01 19:42:45-05,7674,265098
2015-10-01 19:42:58-05,4029,299912
2015-10-01 19:43:16-05,3367,311102
2015-10-01 19:43:26-05,7739,149766
2015-10-01 19:43:29-05,7674,265098
2015-10-01 19:44:02-05,2034,72400
2015-10-01 19:44:06-05,7287,221096
2015-10-01 19:44:21-05,3039,133670
2015-10-01 19:44:28-05,1086,83342
2015-10-01 19:44:38-05,5439,181046
2015-10-01 19:44:42-05,4998,163004
2015-10-01 19:44:49-05,35,93482
2015-10-01 19:44:50-05,7287,221096
2015-10-01 19:45:03-05,484,99322
2015-10-01 19:45:26-05,1185,139352
2015-10-01 19:45:34-05,484,99322
2015-10-01 19:45:40-05,1697,266206
2015-10-01 19:45:48-05,1283,167110
2015-10-01 19:45:48-05,6412,133036
2015-10-01 19:46:04-05,5131,104140
2015-10-01 19:46:04-05,1507,390386
2015-10-01 19:46:08-05,6910,179144
2015-10-01 19:46:12-05,1086,83342
2015-10-01 19:46:17-05,484,99322
2015-10-01 19:46:27-05,1185,139352
2015-10-01 19:46:28-05,1086,83342
2015-10-01 19:46:47-05,2034,72400
2015-10-01 19:46:55-05,1791,130822
2015-10-01 19:47:25-05,1185,139352
2015-10-01 19:47:36-05,7287,221096
2015-10-01 19:47:37-05,484,99322
2015-10-01 19:47:51-05,4356,216310
2015-10-01 19:47:53-05,5814,802862
2015-10-01 19:47:53-05,1718,161094
2015-10-01 19:48:13-05,9295,157586
2015-10-01 19:48:14-05,871,106464
2015-10-01 19:48:51-05,5814,802862
2015-10-01 19:49:07-05,5814,802862
2015-10-01 19:49:13-05,9295,157586
2015-10-01 19:49:13-05,1086,83342
2015-10-01 19:49:13-05,4029,299912
2015-10-01 19:49:21-05,3778,117204
2015-10-01 19:49:32-05,77,58848
2015-10-01 19:49:36-05,7287,221096
2015-10-01 19:49:38-05,8156,251852
2015-10-01 19:49:38-05,94,116650
2015-10-01 19:49:56-05,1791,130824
2015-10-01 19:49:58-05,5810,97546
2015-10-01 19:50:03-05,2034,72400
2015-10-01 19:50:31-05,8467,87012
2015-10-01 19:51:09-05,2638,171852
2015-10-01 19:51:19-05,6910,179144
2015-10-01 19:51:24-05,3039,133670
2015-10-01 19:51:29-05,7117,211830
2015-10-01 19:51:33-05,6910,179144
2015-10-01 19:51:38-05,2461,120226
2015-10-01 19:51:41-05,3778,117204
2015-10-01 19:51:59-05,7674,265098
2015-10-01 19:52:11-05,7017,375966
2015-10-01 19:52:28-05,9295,157586
2015-10-01 19:52:28-05,2449,171142
2015-10-01 19:52:29-05,9982,105964
2015-10-01 19:52:35-05,1507,390386
2015-10-01 19:52:39-05,2461,120226
2015-10-01 19:52:43-05,5403,112930
2015-10-01 19:52:44-05,7674,265098
2015-10-01 19:52:50-05,9639,211664
2015-10-01 19:52:58-05,9295,157586
2015-10-01 19:52:58-05,6910,179144
2015-10-01 19:53:04-05,6412,133036
2015-10-01 19:53:11-05,4031,104668
2015-10-01 19:53:27-05,2449,171142
2015-10-01 19:53:37-05,8156,251852
2015-10-01 19:53:38-05,871,106464
2015-10-01 19:54:40-05,1714,147062
2015-10-01 19:54:42-05,8155,243622
2015-10-01 19:55:12-05,1801,110116
2015-10-01 19:55:17-05,4447,88654
2015-10-01 19:55:22-05,871,106464
2015-10-01 19:55:25-05,1714,147062
2015-10-01 19:55:37-05,8156,251852
2015-10-01 19:55:41-05,7017,375966
2015-10-01 19:56:02-05,3577,172090
2015-10-01 19:56:37-05,4998,163004
2015-10-01 19:56:45-05,94,116650
2015-10-01 19:56:55-05,739,88874
2015-10-01 19:56:58-05,8890,197194
2015-10-01 19:57:05-05,1507,390386
2015-10-01 19:57:10-05,7794,433398
2015-10-01 19:57:10-05,9134,230550
2015-10-01 19:57:16-05,5810,97546
2015-10-01 19:57:48-05,35,93482
2015-10-01 19:57:54-05,1718,161094
2015-10-01 19:58:06-05,4732,183852
2015-10-01 19:58:24-05,94,116652
2015-10-01 19:58:26-05,7017,375966
2015-10-01 19:58:31-05,7739,149766
2015-10-01 19:58:33-05,6412,133036
2015-10-01 19:58:57-05,4029,299912
2015-10-01 19:59:06-05,4732,183852
2015-10-01 19:59:10-05,222,612314
2015-10-01 19:59:15-05,1801,110116
2015-10-01 19:59:23-05,7117,211830
2015-10-01 19:59:31-05,1185,139352
2015-10-01 19:59:35-05,2094,166822
2015-10-01 19:59:35-05,1790,296390
2015-10-01 19:59:41-05,8155,243622
2015-10-01 19:59:44-05,5810,97546
2015-10-01 19:59:53-05,5193,149866
2015-10-01 20:00:21-05,9639,211664
2015-10-01 20:00:27-05,1589,193946
2015-10-01 20:00:37-05,1790,296390
2015-10-01 20:00:38-05,2461,120226
2015-10-01 20:00:48-05,6412,133036
2015-10-01 20:01:03-05,2034,72400
2015-10-01 20:01:04-05,6412,133036
2015-10-01 20:01:05-05,5131,104140
2015-10-01 20:01:13-05,1714,147062
2015-10-01 20:01:15-05,7674,265098
2015-10-01 20:01:44-05,7030,141696
2015-10-01 20:02:17-05,1801,110116
2015-10-01 20:02:28-05,1086,83342
2015-10-01 20:03:05-05,3527,235128
2015-10-01 20:03:08-05,94,116654
2015-10-01 20:03:19-05,5810,97546
2015-10-01 20:03:35-05,2461,120226
2015-10-01 20:03:58-05,1086,83342
2015-10-01 20:04:13-05,1086,83342
2015-10-01 20:04:16-05,4352,218228
2015-10-01 20:04:19-05,1714,147062
2015-10-01 20:04:23-05,2335,202102
2015-10-01 20:04:33-05,114,128314
2015-10-01 20:04:33-05,1589,193946
2015-10-01 20:04:37-05,252,329250
2015-10-01 20:04:43-05,9766,158512
2015-10-01 20:04:44-05,5403,112930
2015-10-01 20:04:45-05,1619,63460
2015-10-01 20:04:58-05,9729,122200
2015-10-01 20:05:02-05,2034,72400
2015-10-01 20:05:11-05,6910,179144
2015-10-01 20:05:19-05,4447,88654
2015-10-01 20:05:43-05,9295,157586
2015-10-01 20:05:44-05,5403,112930
2015-10-01 20:05:53-05,7741,271172
2015-10-01 20:05:55-05,7017,375968
2015-10-01 20:06:02-05,2034,72402
2015-10-01 20:06:18-05,2034,72402
2015-10-01 20:06:24-05,5810,97546
2015-10-01 20:06:28-05,1086,83342
2015-10-01 20:06:28-05,3893,89560
2015-10-01 20:06:35-05,1507,390386
2015-10-01 20:06:45-05,1619,63460
2015-10-01 20:06:58-05,1086,83342
2015-10-01 20:07:00-05,4514,382202
2015-10-01 20:07:06-05,3723,242106
2015-10-01 20:07:09-05,6910,179144
2015-10-01 20:07:26-05,5129,153674
2015-10-01 20:07:38-05,8156,251852
2015-10-01 20:07:43-05,3893,89560
2015-10-01 20:07:50-05,7287,221096
2015-10-01 20:08:06-05,5131,104140
2015-10-01 20:08:21-05,5814,802862
2015-10-01 20:08:27-05,1714,147062
2015-10-01 20:08:58-05,1086,83342
2015-10-01 20:09:05-05,5810,97548
2015-10-01 20:09:27-05,8467,87012
2015-10-01 20:09:37-05,1589,193946
2015-10-01 20:10:14-05,1801,110116
2015-10-01 20:10:24-05,5814,802862
2015-10-01 20:10:29-05,6910,179144
2015-10-01 20:10:37-05,739,88874
2015-10-01 20:10:38-05,5810,97548
2015-10-01 20:10:38-05,484,99322
2015-10-01 20:10:40-05,94,116658
2015-10-01 20:10:43-05,1714,147064
2015-10-01 20:10:47-05,2034,72402
2015-10-01 20:11:05-05,2233,180966
2015-10-01 20:11:09-05,3527,235128
2015-10-01 20:11:35-05,739,88874
2015-10-01 20:11:36-05,9052,297566
2015-10-01 20:11:49-05,8890,197194
2015-10-01 20:12:15-05,7117,211830
2015-10-01 20:12:19-05,1507,390386
2015-10-01 20:12:27-05,4029,299912
2015-10-01 20:13:13-05,6910,179144
2015-10-01 20:13:33-05,370,87890
2015-10-01 20:13:34-05,6412,133036
2015-10-01 20:13:37-05,871,106464
2015-10-01 20:13:54-05,744,134316
2015-10-01 20:14:21-05,483,360474
2015-10-01 20:14:25-05,484,99322
2015-10-01 20:14:38-05,739,88874
2015-10-01 20:15:06-05,871,106464
2015-10-01 20:15:40-05,739,88874
2015-10-01 20:15:43-05,4029,299912
2015-10-01 20:15:44-05,7674,265098
