,localminute,dataid,meter_value
7087,2015-10-02 04:26:47-05,6412,133038
7088,2015-10-01 14:10:29-05,6830,150386
7089,2015-10-01 17:39:17-05,6830,150388
7090,2015-10-01 01:08:22-05,6836,92600
7091,2015-10-01 01:31:27-05,6836,92600
7092,2015-10-01 02:27:16-05,6836,92600
7093,2015-10-01 03:43:03-05,6836,92602
7094,2015-10-01 04:01:04-05,6836,92602
7095,2015-10-01 05:07:17-05,6836,92602
7096,2015-10-01 05:23:23-05,6836,92602
7097,2015-10-01 06:37:14-05,6836,92602
7098,2015-10-01 07:21:10-05,6836,92602
7099,2015-10-01 07:31:08-05,6836,92606
7100,2015-10-01 07:55:03-05,6836,92610
7101,2015-10-01 08:11:04-05,6836,92610
7102,2015-10-01 10:34:15-05,6836,92610
7103,2015-10-01 10:55:16-05,6836,92610
7104,2015-10-01 15:09:17-05,6836,92612
7105,2015-10-01 16:39:04-05,6836,92612
7106,2015-10-01 16:51:05-05,6836,92612
7107,2015-10-01 17:05:09-05,6836,92614
7108,2015-10-01 20:24:05-05,6836,92614
7109,2015-10-01 22:37:17-05,6836,92616
7110,2015-10-01 23:15:17-05,6836,92616
7111,2015-10-01 23:52:08-05,6836,92616
7112,2015-10-02 00:06:06-05,6836,92616
7113,2015-10-02 00:55:01-05,6836,92616
7114,2015-10-02 01:05:03-05,6836,92616
7115,2015-10-02 02:28:20-05,6836,92616
7116,2015-10-02 03:07:18-05,6836,92616
7117,2015-10-02 03:21:13-05,6836,92616
7118,2015-10-02 03:36:11-05,6836,92616
7119,2015-10-02 03:48:17-05,6836,92616
7120,2015-10-02 04:08:02-05,6836,92618
7121,2015-10-02 04:28:09-05,6836,92618
7122,2015-10-02 04:39:07-05,6836,92618
7123,2015-10-01 08:20:00-05,6863,365498
7124,2015-10-01 10:41:59-05,6863,365506
7125,2015-10-02 01:40:28-05,6863,365522
7126,2015-10-01 00:00:20-05,6910,179118
7127,2015-10-01 00:01:18-05,6910,179118
7128,2015-10-01 00:01:34-05,6910,179118
7129,2015-10-01 00:05:42-05,6910,179118
7130,2015-10-01 00:08:42-05,6910,179118
7131,2015-10-01 00:19:49-05,6910,179118
7132,2015-10-01 00:21:50-05,6910,179118
7133,2015-10-01 00:27:10-05,6910,179118
7134,2015-10-01 00:28:10-05,6910,179118
7135,2015-10-01 00:30:22-05,6910,179118
7136,2015-10-01 00:31:27-05,6910,179118
7137,2015-10-01 00:34:04-05,6910,179118
7138,2015-10-01 00:35:58-05,6910,179118
7139,2015-10-01 00:37:34-05,6910,179118
7140,2015-10-01 00:38:36-05,6910,179118
7141,2015-10-01 00:46:39-05,6910,179118
7142,2015-10-01 00:54:27-05,6910,179118
7143,2015-10-01 00:55:26-05,6910,179118
7144,2015-10-01 01:15:42-05,6910,179118
7145,2015-10-01 01:18:09-05,6910,179118
7146,2015-10-01 01:23:05-05,6910,179118
7147,2015-10-01 01:24:19-05,6910,179118
7148,2015-10-01 01:25:22-05,6910,179118
7149,2015-10-01 01:26:21-05,6910,179118
7150,2015-10-01 01:29:06-05,6910,179118
7151,2015-10-01 01:30:56-05,6910,179118
7152,2015-10-01 01:36:32-05,6910,179118
7153,2015-10-01 01:39:30-05,6910,179118
7154,2015-10-01 01:42:17-05,6910,179118
7155,2015-10-01 01:44:11-05,6910,179118
7156,2015-10-01 01:44:27-05,6910,179118
7157,2015-10-01 01:45:52-05,6910,179118
7158,2015-10-01 01:46:22-05,6910,179118
7159,2015-10-01 01:46:56-05,6910,179118
7160,2015-10-01 01:47:28-05,6910,179118
7161,2015-10-01 01:48:10-05,6910,179118
7162,2015-10-01 01:54:53-05,6910,179118
7163,2015-10-01 01:56:56-05,6910,179118
7164,2015-10-01 01:59:22-05,6910,179118
7165,2015-10-01 02:05:49-05,6910,179118
7166,2015-10-01 02:08:17-05,6910,179118
7167,2015-10-01 02:15:13-05,6910,179118
7168,2015-10-01 02:20:52-05,6910,179118
7169,2015-10-01 02:21:42-05,6910,179118
7170,2015-10-01 02:23:42-05,6910,179118
7171,2015-10-01 02:29:21-05,6910,179118
7172,2015-10-01 02:35:39-05,6910,179118
7173,2015-10-01 02:38:12-05,6910,179118
7174,2015-10-01 02:46:14-05,6910,179118
7175,2015-10-01 02:48:09-05,6910,179118
7176,2015-10-01 02:53:07-05,6910,179118
7177,2015-10-01 02:53:39-05,6910,179118
7178,2015-10-01 02:55:53-05,6910,179118
7179,2015-10-01 03:00:42-05,6910,179118
7180,2015-10-01 03:02:22-05,6910,179118
7181,2015-10-01 03:03:06-05,6910,179118
7182,2015-10-01 03:04:05-05,6910,179118
7183,2015-10-01 03:11:03-05,6910,179118
7184,2015-10-01 03:11:17-05,6910,179118
7185,2015-10-01 03:26:42-05,6910,179118
7186,2015-10-01 03:29:05-05,6910,179118
7187,2015-10-01 03:33:50-05,6910,179118
7188,2015-10-01 03:35:53-05,6910,179118
7189,2015-10-01 03:36:40-05,6910,179118
7190,2015-10-01 03:37:54-05,6910,179118
7191,2015-10-01 03:38:26-05,6910,179118
7192,2015-10-01 03:43:04-05,6910,179118
7193,2015-10-01 03:43:45-05,6910,179118
7194,2015-10-01 03:44:58-05,6910,179118
7195,2015-10-01 03:46:34-05,6910,179118
7196,2015-10-01 03:46:48-05,6910,179118
7197,2015-10-01 03:49:42-05,6910,179118
7198,2015-10-01 03:53:11-05,6910,179118
7199,2015-10-01 03:55:22-05,6910,179118
7200,2015-10-01 03:57:26-05,6910,179118
7201,2015-10-01 04:03:55-05,6910,179118
7202,2015-10-01 04:05:39-05,6910,179118
7203,2015-10-01 04:13:47-05,6910,179118
7204,2015-10-01 04:15:19-05,6910,179118
7205,2015-10-01 04:15:47-05,6910,179118
7206,2015-10-01 04:21:13-05,6910,179118
7207,2015-10-01 04:23:44-05,6910,179118
7208,2015-10-01 04:25:43-05,6910,179118
7209,2015-10-01 04:28:44-05,6910,179118
7210,2015-10-01 04:29:14-05,6910,179118
7211,2015-10-01 04:39:10-05,6910,179118
7212,2015-10-01 04:40:54-05,6910,179118
7213,2015-10-01 04:46:17-05,6910,179118
7214,2015-10-01 04:47:30-05,6910,179118
7215,2015-10-01 04:53:54-05,6910,179118
7216,2015-10-01 04:58:52-05,6910,179118
7217,2015-10-01 05:05:56-05,6910,179118
7218,2015-10-01 05:19:17-05,6910,179118
7219,2015-10-01 05:26:11-05,6910,179118
7220,2015-10-01 05:28:30-05,6910,179118
7221,2015-10-01 05:32:58-05,6910,179118
7222,2015-10-01 05:34:48-05,6910,179118
7223,2015-10-01 05:39:03-05,6910,179118
7224,2015-10-01 05:39:50-05,6910,179118
7225,2015-10-01 05:40:36-05,6910,179118
7226,2015-10-01 05:41:06-05,6910,179118
7227,2015-10-01 05:43:26-05,6910,179118
7228,2015-10-01 05:49:29-05,6910,179118
7229,2015-10-01 05:51:29-05,6910,179118
7230,2015-10-01 05:53:49-05,6910,179118
7231,2015-10-01 05:54:57-05,6910,179118
7232,2015-10-01 05:55:27-05,6910,179118
7233,2015-10-01 05:55:42-05,6910,179118
7234,2015-10-01 06:03:54-05,6910,179118
7235,2015-10-01 06:09:27-05,6910,179118
7236,2015-10-01 06:15:43-05,6910,179118
7237,2015-10-01 06:17:00-05,6910,179120
7238,2015-10-01 06:21:47-05,6910,179122
7239,2015-10-01 06:22:59-05,6910,179124
7240,2015-10-01 06:24:46-05,6910,179124
7241,2015-10-01 06:29:43-05,6910,179126
7242,2015-10-01 06:43:51-05,6910,179126
7243,2015-10-01 06:44:06-05,6910,179126
7244,2015-10-01 06:52:29-05,6910,179126
7245,2015-10-01 06:59:26-05,6910,179126
7246,2015-10-01 07:00:52-05,6910,179126
7247,2015-10-01 07:09:21-05,6910,179126
7248,2015-10-01 07:10:55-05,6910,179126
7249,2015-10-01 07:17:40-05,6910,179126
7250,2015-10-01 07:23:03-05,6910,179126
7251,2015-10-01 07:26:12-05,6910,179126
7252,2015-10-01 07:29:11-05,6910,179128
7253,2015-10-01 07:34:43-05,6910,179128
7254,2015-10-01 07:35:10-05,6910,179128
7255,2015-10-01 07:38:14-05,6910,179128
7256,2015-10-01 07:47:21-05,6910,179128
7257,2015-10-01 08:00:57-05,6910,179128
7258,2015-10-01 08:03:09-05,6910,179128
7259,2015-10-01 08:03:52-05,6910,179128
7260,2015-10-01 08:10:53-05,6910,179128
7261,2015-10-01 08:29:12-05,6910,179128
7262,2015-10-01 08:31:01-05,6910,179128
7263,2015-10-01 08:33:55-05,6910,179128
7264,2015-10-01 08:36:13-05,6910,179128
7265,2015-10-01 08:38:39-05,6910,179128
7266,2015-10-01 08:39:41-05,6910,179128
7267,2015-10-01 08:44:19-05,6910,179128
7268,2015-10-01 08:45:50-05,6910,179128
7269,2015-10-01 08:57:31-05,6910,179128
7270,2015-10-01 09:05:53-05,6910,179128
7271,2015-10-01 09:13:39-05,6910,179128
7272,2015-10-01 09:14:06-05,6910,179128
7273,2015-10-01 09:29:16-05,6910,179128
7274,2015-10-01 09:29:47-05,6910,179128
7275,2015-10-01 09:31:30-05,6910,179128
7276,2015-10-01 09:35:55-05,6910,179128
7277,2015-10-01 09:42:08-05,6910,179128
7278,2015-10-01 09:47:19-05,6910,179128
7279,2015-10-01 09:49:51-05,6910,179128
7280,2015-10-01 09:51:36-05,6910,179128
7281,2015-10-01 09:55:40-05,6910,179128
7282,2015-10-01 10:02:29-05,6910,179128
7283,2015-10-01 10:04:47-05,6910,179128
7284,2015-10-01 10:06:03-05,6910,179128
7285,2015-10-01 10:08:26-05,6910,179128
7286,2015-10-01 10:10:39-05,6910,179128
7287,2015-10-01 10:14:07-05,6910,179128
7288,2015-10-01 10:17:52-05,6910,179128
7289,2015-10-01 10:18:21-05,6910,179128
7290,2015-10-01 10:23:38-05,6910,179128
7291,2015-10-01 10:24:50-05,6910,179128
7292,2015-10-01 10:26:12-05,6910,179128
7293,2015-10-01 10:32:16-05,6910,179128
7294,2015-10-01 10:33:47-05,6910,179128
7295,2015-10-01 10:41:57-05,6910,179128
7296,2015-10-01 10:42:42-05,6910,179128
7297,2015-10-01 10:49:19-05,6910,179128
7298,2015-10-01 11:00:37-05,6910,179128
7299,2015-10-01 11:06:45-05,6910,179128
7300,2015-10-01 11:17:22-05,6910,179128
7301,2015-10-01 11:23:56-05,6910,179128
7302,2015-10-01 11:24:12-05,6910,179128
7303,2015-10-01 11:29:27-05,6910,179128
7304,2015-10-01 11:32:48-05,6910,179128
7305,2015-10-01 11:33:20-05,6910,179128
7306,2015-10-01 11:40:16-05,6910,179128
7307,2015-10-01 11:56:20-05,6910,179128
7308,2015-10-01 11:56:48-05,6910,179128
7309,2015-10-01 11:58:19-05,6910,179128
7310,2015-10-01 12:01:40-05,6910,179128
7311,2015-10-01 12:01:53-05,6910,179128
7312,2015-10-01 12:04:26-05,6910,179128
7313,2015-10-01 12:07:29-05,6910,179128
7314,2015-10-01 12:11:35-05,6910,179128
7315,2015-10-01 12:14:11-05,6910,179128
7316,2015-10-01 12:14:53-05,6910,179128
7317,2015-10-01 12:15:38-05,6910,179128
7318,2015-10-01 12:16:05-05,6910,179128
7319,2015-10-01 12:21:08-05,6910,179128
7320,2015-10-01 12:21:25-05,6910,179128
7321,2015-10-01 12:24:21-05,6910,179128
7322,2015-10-01 12:30:19-05,6910,179128
7323,2015-10-01 12:31:32-05,6910,179128
7324,2015-10-01 12:32:56-05,6910,179128
7325,2015-10-01 12:33:28-05,6910,179128
7326,2015-10-01 12:33:43-05,6910,179128
7327,2015-10-01 12:35:32-05,6910,179128
7328,2015-10-01 12:36:20-05,6910,179128
7329,2015-10-01 12:40:59-05,6910,179128
7330,2015-10-01 12:42:12-05,6910,179128
7331,2015-10-01 12:42:46-05,6910,179128
7332,2015-10-01 12:46:40-05,6910,179128
7333,2015-10-01 12:50:39-05,6910,179130
7334,2015-10-01 12:53:00-05,6910,179130
7335,2015-10-01 12:54:46-05,6910,179130
7336,2015-10-01 12:59:35-05,6910,179130
7337,2015-10-01 13:04:10-05,6910,179130
7338,2015-10-01 13:11:16-05,6910,179130
7339,2015-10-01 13:22:22-05,6910,179130
7340,2015-10-01 13:23:53-05,6910,179130
7341,2015-10-01 13:25:26-05,6910,179130
7342,2015-10-01 13:33:19-05,6910,179130
7343,2015-10-01 13:41:16-05,6910,179130
7344,2015-10-01 13:41:32-05,6910,179130
7345,2015-10-01 13:48:12-05,6910,179130
7346,2015-10-01 13:50:43-05,6910,179130
7347,2015-10-01 14:08:51-05,6910,179130
7348,2015-10-01 14:14:29-05,6910,179130
7349,2015-10-01 14:14:57-05,6910,179130
7350,2015-10-01 14:21:25-05,6910,179130
7351,2015-10-01 14:23:56-05,6910,179130
7352,2015-10-01 14:25:51-05,6910,179130
7353,2015-10-01 14:33:12-05,6910,179130
7354,2015-10-01 14:35:21-05,6910,179130
7355,2015-10-01 14:36:05-05,6910,179130
7356,2015-10-01 14:36:33-05,6910,179130
7357,2015-10-01 14:40:13-05,6910,179130
7358,2015-10-01 14:52:39-05,6910,179130
7359,2015-10-01 14:54:12-05,6910,179130
7360,2015-10-01 15:02:04-05,6910,179130
7361,2015-10-01 15:05:34-05,6910,179130
7362,2015-10-01 15:05:48-05,6910,179130
7363,2015-10-01 15:06:49-05,6910,179130
7364,2015-10-01 15:08:21-05,6910,179130
7365,2015-10-01 15:09:09-05,6910,179130
7366,2015-10-01 15:11:08-05,6910,179130
7367,2015-10-01 15:11:51-05,6910,179130
7368,2015-10-01 15:15:46-05,6910,179130
7369,2015-10-01 15:16:29-05,6910,179130
7370,2015-10-01 15:26:40-05,6910,179130
7371,2015-10-01 15:28:51-05,6910,179130
7372,2015-10-01 15:30:25-05,6910,179130
7373,2015-10-01 15:36:26-05,6910,179130
7374,2015-10-01 15:44:16-05,6910,179130
7375,2015-10-01 15:48:32-05,6910,179130
7376,2015-10-01 15:52:15-05,6910,179130
7377,2015-10-01 15:53:26-05,6910,179130
7378,2015-10-01 15:55:09-05,6910,179130
7379,2015-10-01 15:58:13-05,6910,179130
7380,2015-10-01 16:04:33-05,6910,179130
7381,2015-10-01 16:05:35-05,6910,179130
7382,2015-10-01 16:07:05-05,6910,179130
7383,2015-10-01 16:09:49-05,6910,179130
7384,2015-10-01 16:11:21-05,6910,179130
7385,2015-10-01 16:20:00-05,6910,179130
7386,2015-10-01 16:21:29-05,6910,179130
7387,2015-10-01 16:36:52-05,6910,179130
7388,2015-10-01 16:55:57-05,6910,179130
7389,2015-10-01 16:57:40-05,6910,179130
7390,2015-10-01 17:00:41-05,6910,179130
7391,2015-10-01 17:01:13-05,6910,179130
7392,2015-10-01 17:10:21-05,6910,179130
7393,2015-10-01 17:21:14-05,6910,179130
7394,2015-10-01 17:25:01-05,6910,179130
7395,2015-10-01 17:28:13-05,6910,179130
7396,2015-10-01 17:43:54-05,6910,179130
7397,2015-10-01 17:49:13-05,6910,179130
7398,2015-10-01 17:57:12-05,6910,179130
7399,2015-10-01 17:59:26-05,6910,179130
7400,2015-10-01 18:01:09-05,6910,179130
7401,2015-10-01 18:05:24-05,6910,179130
7402,2015-10-01 18:05:51-05,6910,179130
7403,2015-10-01 18:06:41-05,6910,179130
7404,2015-10-01 18:14:20-05,6910,179130
7405,2015-10-01 18:14:48-05,6910,179130
7406,2015-10-01 18:16:36-05,6910,179130
7407,2015-10-01 18:17:52-05,6910,179130
7408,2015-10-01 18:18:39-05,6910,179130
7409,2015-10-01 18:20:51-05,6910,179130
7410,2015-10-01 18:22:26-05,6910,179130
7411,2015-10-01 18:23:45-05,6910,179130
7412,2015-10-01 18:25:44-05,6910,179130
7413,2015-10-01 18:26:57-05,6910,179130
7414,2015-10-01 18:29:03-05,6910,179130
7415,2015-10-01 18:48:19-05,6910,179138
7416,2015-10-01 18:49:32-05,6910,179138
7417,2015-10-01 18:53:48-05,6910,179140
7418,2015-10-01 18:55:33-05,6910,179140
7419,2015-10-01 18:58:58-05,6910,179140
7420,2015-10-01 19:01:15-05,6910,179140
7421,2015-10-01 19:02:11-05,6910,179140
7422,2015-10-01 19:09:41-05,6910,179144
7423,2015-10-01 19:12:14-05,6910,179144
7424,2015-10-01 19:13:02-05,6910,179144
7425,2015-10-01 19:19:03-05,6910,179144
7426,2015-10-01 19:19:19-05,6910,179144
7427,2015-10-01 19:23:38-05,6910,179144
7428,2015-10-01 19:23:51-05,6910,179144
7429,2015-10-01 19:29:29-05,6910,179144
7430,2015-10-01 19:31:47-05,6910,179144
7431,2015-10-01 19:46:08-05,6910,179144
7432,2015-10-01 19:51:19-05,6910,179144
7433,2015-10-01 19:51:33-05,6910,179144
7434,2015-10-01 19:52:58-05,6910,179144
7435,2015-10-01 20:05:11-05,6910,179144
7436,2015-10-01 20:07:09-05,6910,179144
7437,2015-10-01 20:10:29-05,6910,179144
7438,2015-10-01 20:13:13-05,6910,179144
7439,2015-10-01 20:20:34-05,6910,179144
7440,2015-10-01 20:21:20-05,6910,179144
7441,2015-10-01 20:28:41-05,6910,179144
7442,2015-10-01 20:29:45-05,6910,179144
7443,2015-10-01 20:34:33-05,6910,179144
7444,2015-10-01 20:40:55-05,6910,179144
7445,2015-10-01 20:46:26-05,6910,179144
7446,2015-10-01 20:48:35-05,6910,179144
7447,2015-10-01 20:53:21-05,6910,179144
7448,2015-10-01 20:56:39-05,6910,179144
7449,2015-10-01 20:57:12-05,6910,179144
7450,2015-10-01 20:58:43-05,6910,179144
7451,2015-10-01 21:04:29-05,6910,179144
7452,2015-10-01 21:07:42-05,6910,179146
7453,2015-10-01 21:10:39-05,6910,179146
7454,2015-10-01 21:13:42-05,6910,179146
7455,2015-10-01 21:18:14-05,6910,179146
7456,2015-10-01 21:18:46-05,6910,179146
7457,2015-10-01 21:30:54-05,6910,179146
7458,2015-10-01 21:31:57-05,6910,179146
7459,2015-10-01 21:32:59-05,6910,179146
7460,2015-10-01 21:40:27-05,6910,179146
7461,2015-10-01 21:41:39-05,6910,179146
7462,2015-10-01 21:52:24-05,6910,179146
7463,2015-10-01 22:01:27-05,6910,179146
7464,2015-10-01 22:03:32-05,6910,179146
7465,2015-10-01 22:04:46-05,6910,179146
7466,2015-10-01 22:07:01-05,6910,179146
7467,2015-10-01 22:09:45-05,6910,179146
7468,2015-10-01 22:12:12-05,6910,179146
7469,2015-10-01 22:32:24-05,6910,179146
7470,2015-10-01 22:33:53-05,6910,179146
7471,2015-10-01 22:43:26-05,6910,179146
7472,2015-10-01 22:48:52-05,6910,179146
7473,2015-10-01 22:56:39-05,6910,179146
7474,2015-10-01 22:57:11-05,6910,179146
7475,2015-10-01 23:01:45-05,6910,179146
7476,2015-10-01 23:03:59-05,6910,179146
7477,2015-10-01 23:04:13-05,6910,179146
7478,2015-10-01 23:04:42-05,6910,179146
7479,2015-10-01 23:10:58-05,6910,179146
7480,2015-10-01 23:16:39-05,6910,179146
7481,2015-10-01 23:19:12-05,6910,179146
7482,2015-10-01 23:19:42-05,6910,179146
7483,2015-10-01 23:28:20-05,6910,179146
7484,2015-10-01 23:34:39-05,6910,179146
7485,2015-10-01 23:36:20-05,6910,179146
7486,2015-10-01 23:38:11-05,6910,179146
7487,2015-10-01 23:41:28-05,6910,179146
7488,2015-10-01 23:56:21-05,6910,179146
7489,2015-10-01 23:56:51-05,6910,179146
7490,2015-10-02 00:02:08-05,6910,179146
7491,2015-10-02 00:02:51-05,6910,179146
7492,2015-10-02 00:13:16-05,6910,179146
7493,2015-10-02 00:15:28-05,6910,179146
7494,2015-10-02 00:28:02-05,6910,179146
7495,2015-10-02 00:33:35-05,6910,179146
7496,2015-10-02 00:34:18-05,6910,179146
7497,2015-10-02 00:36:21-05,6910,179146
7498,2015-10-02 00:36:38-05,6910,179146
7499,2015-10-02 00:38:51-05,6910,179146
7500,2015-10-02 00:46:15-05,6910,179146
7501,2015-10-02 00:50:52-05,6910,179146
7502,2015-10-02 00:52:04-05,6910,179146
7503,2015-10-02 00:56:37-05,6910,179146
7504,2015-10-02 00:59:51-05,6910,179146
7505,2015-10-02 01:00:51-05,6910,179146
7506,2015-10-02 01:01:23-05,6910,179146
7507,2015-10-02 01:03:26-05,6910,179146
7508,2015-10-02 01:05:37-05,6910,179146
7509,2015-10-02 01:06:49-05,6910,179146
7510,2015-10-02 01:14:46-05,6910,179146
7511,2015-10-02 01:15:31-05,6910,179146
7512,2015-10-02 01:18:11-05,6910,179146
7513,2015-10-02 01:18:45-05,6910,179146
7514,2015-10-02 01:23:26-05,6910,179146
7515,2015-10-02 01:28:43-05,6910,179146
7516,2015-10-02 01:39:08-05,6910,179146
7517,2015-10-02 01:48:44-05,6910,179146
7518,2015-10-02 01:50:03-05,6910,179146
7519,2015-10-02 01:51:43-05,6910,179146
7520,2015-10-02 01:53:25-05,6910,179146
7521,2015-10-02 01:55:21-05,6910,179146
7522,2015-10-02 01:55:55-05,6910,179146
7523,2015-10-02 01:59:06-05,6910,179146
7524,2015-10-02 02:02:21-05,6910,179146
7525,2015-10-02 02:13:42-05,6910,179146
7526,2015-10-02 02:19:43-05,6910,179146
7527,2015-10-02 02:30:24-05,6910,179146
7528,2015-10-02 02:31:43-05,6910,179146
7529,2015-10-02 02:38:04-05,6910,179146
7530,2015-10-02 02:55:41-05,6910,179146
7531,2015-10-02 02:59:26-05,6910,179146
7532,2015-10-02 03:03:37-05,6910,179146
7533,2015-10-02 03:08:55-05,6910,179146
7534,2015-10-02 03:10:53-05,6910,179146
7535,2015-10-02 03:13:04-05,6910,179146
7536,2015-10-02 03:18:32-05,6910,179146
7537,2015-10-02 03:23:41-05,6910,179146
7538,2015-10-02 03:28:39-05,6910,179146
7539,2015-10-02 03:33:24-05,6910,179146
7540,2015-10-02 03:38:49-05,6910,179146
7541,2015-10-02 03:44:51-05,6910,179146
7542,2015-10-02 03:45:55-05,6910,179146
7543,2015-10-02 04:00:24-05,6910,179146
7544,2015-10-02 04:04:06-05,6910,179146
7545,2015-10-02 04:06:07-05,6910,179146
7546,2015-10-02 04:09:05-05,6910,179146
7547,2015-10-02 04:10:54-05,6910,179146
7548,2015-10-02 04:11:09-05,6910,179146
7549,2015-10-02 04:11:24-05,6910,179146
7550,2015-10-02 04:21:19-05,6910,179146
7551,2015-10-02 04:21:32-05,6910,179146
7552,2015-10-02 04:24:31-05,6910,179146
7553,2015-10-02 04:25:16-05,6910,179146
7554,2015-10-02 04:26:41-05,6910,179146
7555,2015-10-02 04:31:39-05,6910,179146
7556,2015-10-02 04:34:29-05,6910,179146
7557,2015-10-01 00:07:26-05,7017,375932
7558,2015-10-01 00:18:11-05,7017,375932
7559,2015-10-01 00:21:11-05,7017,375932
7560,2015-10-01 00:35:55-05,7017,375932
7561,2015-10-01 00:53:11-05,7017,375932
7562,2015-10-01 00:54:56-05,7017,375932
7563,2015-10-01 00:55:41-05,7017,375932
7564,2015-10-01 01:07:26-05,7017,375932
7565,2015-10-01 01:08:40-05,7017,375932
7566,2015-10-01 01:20:10-05,7017,375932
7567,2015-10-01 01:30:11-05,7017,375932
7568,2015-10-01 01:51:26-05,7017,375932
7569,2015-10-01 01:55:11-05,7017,375932
7570,2015-10-01 02:00:55-05,7017,375932
7571,2015-10-01 02:09:40-05,7017,375932
7572,2015-10-01 02:14:56-05,7017,375932
7573,2015-10-01 03:12:26-05,7017,375932
7574,2015-10-01 03:18:56-05,7017,375932
7575,2015-10-01 04:08:56-05,7017,375932
7576,2015-10-01 04:18:55-05,7017,375932
7577,2015-10-01 04:28:11-05,7017,375932
7578,2015-10-01 04:32:26-05,7017,375932
7579,2015-10-01 05:08:55-05,7017,375932
7580,2015-10-01 05:16:41-05,7017,375932
7581,2015-10-01 05:32:26-05,7017,375932
7582,2015-10-01 05:54:40-05,7017,375932
7583,2015-10-01 06:02:41-05,7017,375932
7584,2015-10-01 06:07:10-05,7017,375932
7585,2015-10-01 06:17:41-05,7017,375932
7586,2015-10-01 06:20:55-05,7017,375932
7587,2015-10-01 06:21:55-05,7017,375932
7588,2015-10-01 06:23:25-05,7017,375932
7589,2015-10-01 06:29:10-05,7017,375932
7590,2015-10-01 06:45:10-05,7017,375932
7591,2015-10-01 06:46:55-05,7017,375932
7592,2015-10-01 06:55:41-05,7017,375932
7593,2015-10-01 07:02:40-05,7017,375932
7594,2015-10-01 07:09:40-05,7017,375932
7595,2015-10-01 07:16:10-05,7017,375932
7596,2015-10-01 07:30:11-05,7017,375932
7597,2015-10-01 07:31:55-05,7017,375932
7598,2015-10-01 07:33:11-05,7017,375932
7599,2015-10-01 07:50:55-05,7017,375932
7600,2015-10-01 07:51:25-05,7017,375932
7601,2015-10-01 07:53:56-05,7017,375932
7602,2015-10-01 08:18:40-05,7017,375932
7603,2015-10-01 08:29:41-05,7017,375932
7604,2015-10-01 08:52:40-05,7017,375932
7605,2015-10-01 09:02:10-05,7017,375932
7606,2015-10-01 09:07:11-05,7017,375932
7607,2015-10-01 09:28:11-05,7017,375932
7608,2015-10-01 09:54:25-05,7017,375932
7609,2015-10-01 10:02:25-05,7017,375932
7610,2015-10-01 10:11:10-05,7017,375932
7611,2015-10-01 10:55:55-05,7017,375932
7612,2015-10-01 11:01:26-05,7017,375934
7613,2015-10-01 11:08:10-05,7017,375942
7614,2015-10-01 11:10:11-05,7017,375944
7615,2015-10-01 11:11:41-05,7017,375944
7616,2015-10-01 11:25:10-05,7017,375952
7617,2015-10-01 11:48:26-05,7017,375952
7618,2015-10-01 11:57:10-05,7017,375952
7619,2015-10-01 11:57:41-05,7017,375952
7620,2015-10-01 12:15:10-05,7017,375952
7621,2015-10-01 12:16:11-05,7017,375952
7622,2015-10-01 12:20:40-05,7017,375952
7623,2015-10-01 12:26:40-05,7017,375952
7624,2015-10-01 12:32:26-05,7017,375952
7625,2015-10-01 12:37:25-05,7017,375952
7626,2015-10-01 12:40:41-05,7017,375952
7627,2015-10-01 13:03:55-05,7017,375952
7628,2015-10-01 13:05:41-05,7017,375952
7629,2015-10-01 13:12:41-05,7017,375952
7630,2015-10-01 13:17:10-05,7017,375952
7631,2015-10-01 13:18:11-05,7017,375952
7632,2015-10-01 13:37:41-05,7017,375952
7633,2015-10-01 13:46:40-05,7017,375952
7634,2015-10-01 13:46:56-05,7017,375952
7635,2015-10-01 14:28:25-05,7017,375956
7636,2015-10-01 14:37:40-05,7017,375958
7637,2015-10-01 14:46:11-05,7017,375958
7638,2015-10-01 15:10:55-05,7017,375962
7639,2015-10-01 15:32:25-05,7017,375964
7640,2015-10-01 15:57:25-05,7017,375966
7641,2015-10-01 15:58:25-05,7017,375966
7642,2015-10-01 16:04:55-05,7017,375966
7643,2015-10-01 16:20:40-05,7017,375966
7644,2015-10-01 16:21:56-05,7017,375966
7645,2015-10-01 16:23:25-05,7017,375966
7646,2015-10-01 16:30:40-05,7017,375966
7647,2015-10-01 16:41:41-05,7017,375966
7648,2015-10-01 16:58:10-05,7017,375966
7649,2015-10-01 17:01:26-05,7017,375966
7650,2015-10-01 17:09:10-05,7017,375966
7651,2015-10-01 17:36:11-05,7017,375966
7652,2015-10-01 18:24:55-05,7017,375966
7653,2015-10-01 18:29:40-05,7017,375966
7654,2015-10-01 18:55:40-05,7017,375966
7655,2015-10-01 19:03:10-05,7017,375966
7656,2015-10-01 19:19:10-05,7017,375966
7657,2015-10-01 19:38:10-05,7017,375966
7658,2015-10-01 19:41:40-05,7017,375966
7659,2015-10-01 19:52:11-05,7017,375966
7660,2015-10-01 19:55:41-05,7017,375966
7661,2015-10-01 19:58:26-05,7017,375966
7662,2015-10-01 20:05:55-05,7017,375968
7663,2015-10-01 20:18:25-05,7017,375968
7664,2015-10-01 20:26:40-05,7017,375968
7665,2015-10-01 20:37:25-05,7017,375968
7666,2015-10-01 20:46:11-05,7017,375968
7667,2015-10-01 20:48:25-05,7017,375968
7668,2015-10-01 21:02:25-05,7017,375968
