HH1,HH2,corr
6685,2378,0.797241202872703
6685,6863,0.7680321737839049
6830,1792,0.947192931945466
6830,4228,0.9404785728677887
6830,8967,0.8566125373898154
6830,5658,0.8508914630119335
6830,44,0.841790502694701
6836,5810,0.5854330068648522
6836,7682,0.5035213227185454
6836,2335,0.496339298075184
6836,35,0.49563870527918436
6836,5317,0.48448610497011674
6863,2818,0.8802856809540657
6863,4193,0.8677948465487194
6863,5545,0.8482138493400665
6863,9160,0.7997657808298106
6863,2094,0.796391354419838
6910,114,0.8542699759667836
6910,4193,0.7526905440327004
6910,1790,0.738688270444503
6910,9956,0.7124814133249759
6910,187,0.6708415110315922
7016,3849,0.9128845075258666
7016,370,0.8641427798855368
7016,2575,0.7622705469376712
7016,2945,0.7537524558617806
7016,7900,0.7377937851497072
7017,2470,0.9528155466580628
7017,1403,0.9005622207272914
7017,5439,0.8909191142628609
7017,2980,0.8874798791068169
7017,9639,0.8860593147963604
7030,2129,0.9311291168558147
7030,4356,0.9089631347999584
7030,739,0.9087175508798793
7030,5636,0.8944004167074882
7030,4373,0.8762030026573049
7117,6673,0.4707603855716193
7117,6836,0.4642229536754566
7117,94,0.39331162137556663
7117,739,0.3759979473205404
7117,7429,0.3450457239615932
7287,35,0.8969488259997584
7287,7989,0.8479213099724786
7287,1718,0.8459330121978259
7287,2965,0.7782299007214375
7287,1042,0.7733855378415949
7429,2018,0.9039892101571946
7429,3310,0.9033246195875179
7429,6412,0.8693754909199408
7429,1801,0.849758499455564
7429,1718,0.8426892845636397
7460,8086,0.9214227789313874
7460,3893,0.9109121012764577
7460,4031,0.8893676850312568
7460,9121,0.8876350192885467
7460,4767,0.875161651486737
7566,9052,0.8038011373223773
7566,8155,0.7700865280792666
7566,5814,0.7541977070418181
7566,1589,0.7201216909828222
7566,3723,0.7199982253276069
7674,5972,0.941314007318795
7674,4373,0.9368051739978832
7674,1791,0.9241128063066871
7674,2129,0.8997975959148444
7674,4356,0.8902073559788818
7682,1103,0.9079522005624431
7682,1283,0.8915851147411585
7682,252,0.8901881030815968
7682,4732,0.8739289605993494
7682,3310,0.8697725952846372
7739,9639,0.9505270751570519
7739,1619,0.9274458745503703
7739,2946,0.9193715536192827
7739,5636,0.9192943120566631
7739,3723,0.9164874519622469
7741,1800,0.6916724918525589
7741,8155,0.6784190563910545
7741,3918,0.6614331617855844
7741,4029,0.6546285252604636
7741,5131,0.6367839012215695
7794,8244,0.9202381075738243
7794,1103,0.8977436636886176
7794,5972,0.8644401001510535
7794,1086,0.8642531384719445
7794,114,0.8531531555023285
7900,3893,0.904372978436544
7900,2945,0.8160755159075329
7900,3849,0.7953748355321579
7900,2575,0.7899265120135762
7900,7460,0.782527904791113
7919,3039,0.7831997699576696
7919,4447,0.7547392151576096
7919,484,0.7323623229807366
7919,3635,0.7032202734097938
7919,8467,0.6581365076761355
7965,1042,0.9155877522740075
7965,3310,0.8750367733335448
7965,7989,0.8722574651419029
7965,9631,0.8444756074201679
7965,4352,0.8315748758275125
7989,1042,0.9362660471004401
7989,3310,0.9228168578011839
7989,6412,0.877417119201765
7989,9631,0.8739743313038214
7989,7965,0.8722574651419029
8059,3527,0.9017443870342737
8059,4352,0.897853485546277
8059,8703,0.8956400454898982
8059,5439,0.8830070473078856
8059,5785,0.8818954525164996
8084,77,0.8075875912751906
8084,1042,0.8065921603133552
8084,7989,0.8036490293629264
8084,7965,0.7895848586214629
8084,3778,0.7687010045330438
8086,9121,0.9301069671079625
8086,7460,0.9214227789313874
8086,3893,0.9008300248702721
8086,4031,0.8900581768396848
8086,4193,0.8654530036093655
8155,1589,0.8369854584536675
8155,7566,0.7700865280792666
8155,3918,0.768560799634101
8155,5131,0.7664075980759419
8155,3367,0.744829135881152
8156,1556,0.9197412571224272
8156,2638,0.9057512514037018
8156,4732,0.8770830298286291
8156,8829,0.8492512766358855
8156,1415,0.8479100290789148
8244,7794,0.9202381075738243
8244,1103,0.8904592544483145
8244,1086,0.8879035016897107
8244,2129,0.8790399924682089
8244,9121,0.8775197295699658
8386,8703,0.9101372748809887
8386,1792,0.8846749933587224
8386,4421,0.8525300469131015
8386,5658,0.8245548420860531
8386,4228,0.8217761574431284
8467,4447,0.9445526430221396
8467,4296,0.9318803077444802
8467,484,0.9072763677728274
8467,77,0.8948613445501504
8467,44,0.870068372311045
8703,8386,0.9101372748809887
8703,8059,0.8956400454898982
8703,5395,0.8295207035850722
8703,6830,0.8203241622095995
8703,9631,0.8145478724925684
8829,1103,0.9158472521681086
8829,2072,0.8758137658186842
8829,2233,0.8714839497706705
8829,2638,0.8633579167768378
8829,9729,0.8603110289757963
8890,871,0.9217175044817558
8890,1589,0.8628746641235011
8890,5636,0.7975833723293022
8890,3367,0.7791167364762238
8890,4356,0.7756748900467393
8967,4671,0.9810925686615047
8967,9849,0.9756288079890314
8967,5658,0.9632440379936348
8967,4421,0.9586895266934367
8967,4228,0.9175873033729235
9052,7566,0.8038011373223773
9052,8890,0.7697647655073416
9052,5814,0.7665326640624268
9052,5892,0.755163238595804
9052,871,0.7474844354100797
9121,8086,0.9301069671079625
9121,2980,0.8914402695401965
9121,7460,0.8876350192885467
9121,8244,0.8775197295699658
9121,2470,0.8690528920451605
9134,7117,0.3407484172865655
9134,1718,0.3102365912264408
9134,6836,0.28902918326085686
9134,77,0.25792347567931356
9134,7429,0.22753437052018263
9160,9121,0.828845795054313
9160,4193,0.8125284762561309
9160,6863,0.7997657808298106
9160,7460,0.7882073016973913
9160,2980,0.7845255425163282
9278,5317,0.8842273656964963
9278,484,0.8367600238357866
9278,8467,0.7852407629960427
9278,77,0.7502779907509672
9278,4447,0.7496541003248234
9295,1791,0.8306948382444692
9295,1283,0.8208077769232411
9295,8244,0.8150797857346346
9295,1086,0.8146603743395003
9295,7682,0.7909841459989166
9474,1790,0.8785182411386911
9474,1791,0.8334336710375111
9474,187,0.816456564863893
9474,4193,0.8027286924364588
9474,7674,0.7621284823929599
9600,3527,0.888613166633294
9600,5439,0.8838447914284356
9600,9766,0.8821041097277401
9600,5785,0.8770548856707893
9600,8059,0.8768610746738453
9620,7965,0.6840666526550351
9620,8084,0.5670619506305427
9620,1042,0.5486181997020317
9620,2018,0.5291039135220561
9620,8086,0.5138445464534772
9631,1042,0.9170546054831598
9631,2034,0.9019453456687754
9631,4352,0.8940401403731617
9631,7989,0.8739743313038214
9631,8059,0.8662619211595086
9639,7739,0.9505270751570519
9639,1619,0.9180162019971317
9639,3918,0.9137784394421321
9639,2470,0.9067581638047301
9639,3723,0.9037666366581919
9729,5395,0.9280110876495195
9729,2018,0.9109576744096389
9729,252,0.8767397629764017
9729,1103,0.8625683734280949
9729,8829,0.8603110289757963
9766,9600,0.8821041097277401
9766,252,0.7749147906695423
9766,5785,0.7731727087330695
9766,661,0.7629834883789364
9766,2980,0.7577557774033568
9849,8967,0.9756288079890314
9849,4671,0.9636806547610881
9849,4421,0.943917831842252
9849,5658,0.9430441761858015
9849,4296,0.8900046670678403
9956,187,0.8203253855290942
9956,2818,0.8166405610607466
9956,4373,0.8106253573972524
9956,2378,0.8055753571653405
9956,2233,0.8000591894058132
9982,7989,0.8413119703391299
9982,1697,0.8296234968133085
9982,44,0.8294100174232515
9982,2965,0.8288032337791397
9982,3039,0.8198627448416249
7,0,4.0
1,4,6.0
8,7,8.0
1,8,5.0
9,9,7.0
